Geo Point;Geo Shape;TYP
47.4075823914,9.32129025415;"{""type"": ""Point"", ""coordinates"": [9.321290254147943, 47.407582391416575]}";Kandelaberleuchte
47.4075831955,9.32456117751;"{""type"": ""Point"", ""coordinates"": [9.32456117751284, 47.40758319549571]}";Kandelaberleuchte
47.4077328792,9.32344392958;"{""type"": ""Point"", ""coordinates"": [9.323443929578696, 47.40773287921739]}";Kandelaberleuchte
47.4075651606,9.32375337736;"{""type"": ""Point"", ""coordinates"": [9.32375337736273, 47.40756516059834]}";Kandelaberleuchte
47.4079246975,9.32412386248;"{""type"": ""Point"", ""coordinates"": [9.324123862478826, 47.40792469745473]}";Kandelaberleuchte
47.4072405541,9.32076496455;"{""type"": ""Point"", ""coordinates"": [9.320764964547807, 47.40724055407764]}";Kandelaberleuchte
47.4013758163,9.34030936939;"{""type"": ""Point"", ""coordinates"": [9.340309369394449, 47.40137581630754]}";Kandelaberleuchte
47.4010342962,9.34194391743;"{""type"": ""Point"", ""coordinates"": [9.341943917428555, 47.40103429619444]}";Kandelaberleuchte
47.4050134179,9.34025614038;"{""type"": ""Point"", ""coordinates"": [9.340256140377372, 47.40501341790958]}";Kandelaberleuchte
47.4055217576,9.33907557374;"{""type"": ""Point"", ""coordinates"": [9.339075573741713, 47.40552175755923]}";Kandelaberleuchte
47.4069322031,9.33659200213;"{""type"": ""Point"", ""coordinates"": [9.336592002125252, 47.40693220306219]}";Kandelaberleuchte
47.405945818,9.3383165133;"{""type"": ""Point"", ""coordinates"": [9.338316513303045, 47.40594581795289]}";Beleuchtungsmast
47.404951709,9.33859439025;"{""type"": ""Point"", ""coordinates"": [9.338594390251004, 47.40495170896465]}";Kandelaberleuchte
47.4133804483,9.3337508878;"{""type"": ""Point"", ""coordinates"": [9.333750887798999, 47.41338044827903]}";Kandelaberleuchte
47.413873086,9.33247770548;"{""type"": ""Point"", ""coordinates"": [9.33247770547569, 47.413873085999185]}";Kandelaberleuchte
47.4134930953,9.33735086762;"{""type"": ""Point"", ""coordinates"": [9.337350867618062, 47.41349309527814]}";Kandelaberleuchte
47.4134892169,9.34018427326;"{""type"": ""Point"", ""coordinates"": [9.340184273257517, 47.41348921687086]}";Kandelaberleuchte
47.4124644516,9.34890797006;"{""type"": ""Point"", ""coordinates"": [9.348907970058484, 47.41246445156994]}";Kandelaberleuchte
47.4124743233,9.34833798223;"{""type"": ""Point"", ""coordinates"": [9.348337982234186, 47.41247432328022]}";Kandelaberleuchte
47.4114673396,9.34428166248;"{""type"": ""Point"", ""coordinates"": [9.34428166247566, 47.411467339560254]}";Kandelaberleuchte
47.4120138099,9.3455775211;"{""type"": ""Point"", ""coordinates"": [9.34557752110241, 47.41201380987998]}";Kandelaberleuchte
47.4123962324,9.34647539749;"{""type"": ""Point"", ""coordinates"": [9.34647539749432, 47.412396232391444]}";Kandelaberleuchte
47.4125721022,9.34689881563;"{""type"": ""Point"", ""coordinates"": [9.346898815634956, 47.41257210220552]}";Kandelaberleuchte
47.4127306002,9.34729674614;"{""type"": ""Point"", ""coordinates"": [9.34729674614064, 47.412730600236905]}";Kandelaberleuchte
47.4129099438,9.34566971315;"{""type"": ""Point"", ""coordinates"": [9.34566971314845, 47.41290994377891]}";Kandelaberleuchte
47.4137172113,9.34836153217;"{""type"": ""Point"", ""coordinates"": [9.348361532166379, 47.41371721133101]}";Kandelaberleuchte
47.4132337948,9.3442795889;"{""type"": ""Point"", ""coordinates"": [9.344279588904577, 47.41323379484799]}";Kandelaberleuchte
47.415127521,9.34713205099;"{""type"": ""Point"", ""coordinates"": [9.347132050989936, 47.415127521015904]}";Kandelaberleuchte
47.411345062,9.33670252988;"{""type"": ""Point"", ""coordinates"": [9.336702529879215, 47.41134506195268]}";Kandelaberleuchte
47.411218311,9.33208865889;"{""type"": ""Point"", ""coordinates"": [9.33208865888901, 47.41121831104382]}";Unbekannt
47.4150623774,9.34507783438;"{""type"": ""Point"", ""coordinates"": [9.345077834378854, 47.41506237744759]}";Kandelaberleuchte
47.41552496,9.34506396747;"{""type"": ""Point"", ""coordinates"": [9.345063967472571, 47.41552496003051]}";Kandelaberleuchte
47.4210688609,9.33756824091;"{""type"": ""Point"", ""coordinates"": [9.337568240910098, 47.421068860870406]}";Kandelaberleuchte
47.4142549242,9.35042013448;"{""type"": ""Point"", ""coordinates"": [9.350420134480055, 47.414254924223606]}";Kandelaberleuchte
47.4145888771,9.35169043713;"{""type"": ""Point"", ""coordinates"": [9.35169043713284, 47.414588877111974]}";Kandelaberleuchte
47.4218239433,9.34160331984;"{""type"": ""Point"", ""coordinates"": [9.341603319835592, 47.421823943346105]}";Kandelaberleuchte
47.4213037588,9.34429279383;"{""type"": ""Point"", ""coordinates"": [9.344292793834613, 47.42130375878427]}";Kandelaberleuchte
47.4207332318,9.34484083664;"{""type"": ""Point"", ""coordinates"": [9.34484083663619, 47.42073323180036]}";Kandelaberleuchte
47.420349987,9.34535347615;"{""type"": ""Point"", ""coordinates"": [9.345353476145934, 47.42034998698271]}";Kandelaberleuchte
47.421064676,9.34482154087;"{""type"": ""Point"", ""coordinates"": [9.344821540870326, 47.4210646759503]}";Kandelaberleuchte
47.4210283084,9.34489147092;"{""type"": ""Point"", ""coordinates"": [9.34489147092383, 47.421028308352454]}";Kandelaberleuchte
47.4215897014,9.34530356536;"{""type"": ""Point"", ""coordinates"": [9.345303565359648, 47.42158970140907]}";Kandelaberleuchte
47.4215859323,9.34521137991;"{""type"": ""Point"", ""coordinates"": [9.345211379911085, 47.42158593234684]}";Kandelaberleuchte
47.4212165169,9.3448508526;"{""type"": ""Point"", ""coordinates"": [9.344850852597153, 47.42121651687574]}";Kandelaberleuchte
47.42161289,9.34487904545;"{""type"": ""Point"", ""coordinates"": [9.344879045445694, 47.42161289001603]}";Kandelaberleuchte
47.4127015894,9.3558053903;"{""type"": ""Point"", ""coordinates"": [9.355805390303914, 47.41270158944082]}";Kandelaberleuchte
47.4127291032,9.35442975522;"{""type"": ""Point"", ""coordinates"": [9.354429755215406, 47.41272910323425]}";Kandelaberleuchte
47.4122703333,9.35279064171;"{""type"": ""Point"", ""coordinates"": [9.35279064170654, 47.4122703333165]}";Kandelaberleuchte
47.4121377704,9.35237267358;"{""type"": ""Point"", ""coordinates"": [9.352372673575369, 47.41213777035972]}";Kandelaberleuchte
47.4117627199,9.35154689738;"{""type"": ""Point"", ""coordinates"": [9.351546897378281, 47.411762719855965]}";Kandelaberleuchte
47.4120758966,9.35364239225;"{""type"": ""Point"", ""coordinates"": [9.353642392250007, 47.41207589656566]}";Kandelaberleuchte
47.4088094712,9.36305034849;"{""type"": ""Point"", ""coordinates"": [9.363050348492802, 47.40880947123397]}";Kandelaberleuchte
47.4451832734,9.38416783271;"{""type"": ""Point"", ""coordinates"": [9.384167832708268, 47.445183273362744]}";Kandelaberleuchte
47.4129224722,9.36108733025;"{""type"": ""Point"", ""coordinates"": [9.361087330251749, 47.412922472215804]}";Kandelaberleuchte
47.4123181669,9.35959037511;"{""type"": ""Point"", ""coordinates"": [9.359590375112045, 47.4123181668834]}";Kandelaberleuchte
47.4128161364,9.35669012486;"{""type"": ""Point"", ""coordinates"": [9.356690124860672, 47.412816136381075]}";Kandelaberleuchte
47.4140891886,9.35563557675;"{""type"": ""Point"", ""coordinates"": [9.355635576753372, 47.41408918856515]}";Kandelaberleuchte
47.4142662039,9.35691748567;"{""type"": ""Point"", ""coordinates"": [9.356917485670285, 47.414266203871996]}";Kandelaberleuchte
47.4149072943,9.35930160484;"{""type"": ""Point"", ""coordinates"": [9.35930160483649, 47.41490729430639]}";Kandelaberleuchte
47.4161876319,9.35989662935;"{""type"": ""Point"", ""coordinates"": [9.359896629347427, 47.41618763193699]}";Kandelaberleuchte
47.4345310939,9.40900976882;"{""type"": ""Point"", ""coordinates"": [9.409009768819889, 47.43453109391508]}";Kandelaberleuchte
47.4345212276,9.40847539749;"{""type"": ""Point"", ""coordinates"": [9.408475397494072, 47.434521227639635]}";Kandelaberleuchte
47.4348026521,9.40863159236;"{""type"": ""Point"", ""coordinates"": [9.408631592360269, 47.43480265211229]}";Kandelaberleuchte
47.4209456451,9.35412740085;"{""type"": ""Point"", ""coordinates"": [9.354127400848785, 47.420945645125244]}";Kandelaberleuchte
47.4197739808,9.35336916414;"{""type"": ""Point"", ""coordinates"": [9.35336916413623, 47.41977398080479]}";Kandelaberleuchte
47.4196379508,9.35369808988;"{""type"": ""Point"", ""coordinates"": [9.353698089884777, 47.41963795083449]}";Kandelaberleuchte
47.4191281617,9.35319281962;"{""type"": ""Point"", ""coordinates"": [9.353192819616588, 47.4191281616611]}";Kandelaberleuchte
47.4204830676,9.35467215679;"{""type"": ""Point"", ""coordinates"": [9.354672156786185, 47.420483067643524]}";Kandelaberleuchte
47.4193911815,9.35650628923;"{""type"": ""Point"", ""coordinates"": [9.356506289230058, 47.41939118147065]}";Kandelaberleuchte
47.4461965268,9.39501987334;"{""type"": ""Point"", ""coordinates"": [9.39501987334044, 47.44619652678644]}";Kandelaberleuchte
47.4461356165,9.39549309359;"{""type"": ""Point"", ""coordinates"": [9.395493093586225, 47.446135616474166]}";Kandelaberleuchte
47.4458850078,9.39568721545;"{""type"": ""Point"", ""coordinates"": [9.395687215451611, 47.44588500781753]}";Kandelaberleuchte
47.4441927568,9.39489509567;"{""type"": ""Point"", ""coordinates"": [9.394895095671988, 47.444192756758206]}";Kandelaberleuchte
47.4119949034,9.36167522913;"{""type"": ""Point"", ""coordinates"": [9.361675229130142, 47.41199490341543]}";Kandelaberleuchte
47.4362713,9.41866512819;"{""type"": ""Point"", ""coordinates"": [9.418665128192329, 47.43627130000646]}";Kandelaberleuchte
47.4378573291,9.41931287226;"{""type"": ""Point"", ""coordinates"": [9.419312872260855, 47.43785732913072]}";Kandelaberleuchte
47.4375946749,9.41854808485;"{""type"": ""Point"", ""coordinates"": [9.418548084854267, 47.437594674897404]}";Kandelaberleuchte
47.4369796354,9.4159863194;"{""type"": ""Point"", ""coordinates"": [9.415986319403663, 47.436979635363365]}";Kandelaberleuchte
47.4395590122,9.41929633144;"{""type"": ""Point"", ""coordinates"": [9.419296331439025, 47.439559012229275]}";Kandelaberleuchte
47.4399499446,9.42103430188;"{""type"": ""Point"", ""coordinates"": [9.421034301876471, 47.439949944574074]}";Kandelaberleuchte
47.4342183097,9.40991669087;"{""type"": ""Point"", ""coordinates"": [9.409916690871391, 47.43421830973703]}";Kandelaberleuchte
47.415889555,9.35461225619;"{""type"": ""Point"", ""coordinates"": [9.354612256194288, 47.415889555044025]}";Kandelaberleuchte
47.4150190607,9.35507549477;"{""type"": ""Point"", ""coordinates"": [9.355075494765767, 47.41501906066824]}";Kandelaberleuchte
47.4163191844,9.35724986753;"{""type"": ""Point"", ""coordinates"": [9.357249867530316, 47.41631918443772]}";Kandelaberleuchte
47.4154524336,9.35662541651;"{""type"": ""Point"", ""coordinates"": [9.356625416513292, 47.415452433573805]}";Kandelaberleuchte
47.4364544231,9.40246111386;"{""type"": ""Point"", ""coordinates"": [9.402461113862284, 47.436454423058336]}";Kandelaberleuchte
47.436793187,9.40354300979;"{""type"": ""Point"", ""coordinates"": [9.403543009792568, 47.436793187029686]}";Kandelaberleuchte
47.4347622064,9.40289272016;"{""type"": ""Point"", ""coordinates"": [9.402892720159914, 47.43476220636147]}";Kandelaberleuchte
47.4350769548,9.40387292418;"{""type"": ""Point"", ""coordinates"": [9.403872924180993, 47.43507695484141]}";Kandelaberleuchte
47.4253188637,9.4013015265;"{""type"": ""Point"", ""coordinates"": [9.40130152649591, 47.425318863720804]}";Kandelaberleuchte
47.4480476007,9.39618749476;"{""type"": ""Point"", ""coordinates"": [9.396187494757998, 47.448047600667145]}";Kandelaberleuchte
47.4441210705,9.40918520244;"{""type"": ""Point"", ""coordinates"": [9.409185202435909, 47.444121070511876]}";Kandelaberleuchte
47.4440408481,9.40849029874;"{""type"": ""Point"", ""coordinates"": [9.408490298738348, 47.444040848126896]}";Kandelaberleuchte
47.4439047408,9.4080690459;"{""type"": ""Point"", ""coordinates"": [9.40806904590423, 47.44390474084702]}";Kandelaberleuchte
47.4256995795,9.38291747215;"{""type"": ""Point"", ""coordinates"": [9.382917472154231, 47.42569957945054]}";Kandelaberleuchte
47.4456618234,9.41711962502;"{""type"": ""Point"", ""coordinates"": [9.417119625022702, 47.44566182337807]}";Kandelaberleuchte
47.4466498301,9.41796938416;"{""type"": ""Point"", ""coordinates"": [9.417969384156123, 47.446649830104]}";Kandelaberleuchte
47.4462074206,9.41854553753;"{""type"": ""Point"", ""coordinates"": [9.418545537526617, 47.446207420628774]}";Kandelaberleuchte
47.4474770854,9.41843655056;"{""type"": ""Point"", ""coordinates"": [9.418436550556585, 47.44747708544609]}";Kandelaberleuchte
47.4413942383,9.423518584;"{""type"": ""Point"", ""coordinates"": [9.423518584001297, 47.441394238298656]}";Kandelaberleuchte
47.4271045339,9.40638993664;"{""type"": ""Point"", ""coordinates"": [9.406389936635312, 47.42710453394901]}";Kandelaberleuchte
47.4260068135,9.40689480651;"{""type"": ""Point"", ""coordinates"": [9.406894806511449, 47.42600681354147]}";Kandelaberleuchte
47.4167409241,9.33991230617;"{""type"": ""Point"", ""coordinates"": [9.33991230617269, 47.41674092411005]}";Kandelaberleuchte
47.4171705127,9.3381961312;"{""type"": ""Point"", ""coordinates"": [9.338196131195028, 47.417170512659474]}";Kandelaberleuchte
47.4165178399,9.33765384837;"{""type"": ""Point"", ""coordinates"": [9.33765384837355, 47.41651783993969]}";Kandelaberleuchte
47.4119897678,9.30502204006;"{""type"": ""Point"", ""coordinates"": [9.305022040060463, 47.411989767840964]}";Kandelaberleuchte
47.436597858,9.40938901257;"{""type"": ""Point"", ""coordinates"": [9.409389012569799, 47.43659785796603]}";Kandelaberleuchte
47.4364561033,9.41209900028;"{""type"": ""Point"", ""coordinates"": [9.412099000282039, 47.43645610328371]}";Kandelaberleuchte
47.4351928519,9.41083303134;"{""type"": ""Point"", ""coordinates"": [9.410833031337475, 47.43519285192017]}";Kandelaberleuchte
47.4349760559,9.4107796084;"{""type"": ""Point"", ""coordinates"": [9.410779608395124, 47.434976055919336]}";Kandelaberleuchte
47.435570144,9.40774863883;"{""type"": ""Point"", ""coordinates"": [9.407748638831485, 47.43557014396608]}";Kandelaberleuchte
47.4113362104,9.31277837844;"{""type"": ""Point"", ""coordinates"": [9.312778378435782, 47.411336210399966]}";Kandelaberleuchte
47.411672005,9.3129956952;"{""type"": ""Point"", ""coordinates"": [9.312995695197188, 47.411672005001456]}";Kandelaberleuchte
47.4122274166,9.31277939905;"{""type"": ""Point"", ""coordinates"": [9.312779399050358, 47.41222741656683]}";Kandelaberleuchte
47.4127872654,9.31256238014;"{""type"": ""Point"", ""coordinates"": [9.312562380142385, 47.412787265438496]}";Kandelaberleuchte
47.4226203293,9.352896846;"{""type"": ""Point"", ""coordinates"": [9.35289684600142, 47.422620329335814]}";Kandelaberleuchte
47.4225618086,9.35199155458;"{""type"": ""Point"", ""coordinates"": [9.351991554579069, 47.42256180858295]}";Kandelaberleuchte
47.4227641022,9.35429685039;"{""type"": ""Point"", ""coordinates"": [9.354296850394615, 47.4227641021844]}";Kandelaberleuchte
47.4220496056,9.35497775124;"{""type"": ""Point"", ""coordinates"": [9.3549777512378, 47.422049605637525]}";Kandelaberleuchte
47.4223133382,9.35550445647;"{""type"": ""Point"", ""coordinates"": [9.355504456465567, 47.42231333816499]}";Kandelaberleuchte
47.421610746,9.35324386834;"{""type"": ""Point"", ""coordinates"": [9.353243868336822, 47.421610745997945]}";Kandelaberleuchte
47.4218327982,9.35351251315;"{""type"": ""Point"", ""coordinates"": [9.353512513154968, 47.42183279818537]}";Kandelaberleuchte
47.422100671,9.3525021822;"{""type"": ""Point"", ""coordinates"": [9.352502182202228, 47.4221006710023]}";Kandelaberleuchte
47.44177915,9.37967946782;"{""type"": ""Point"", ""coordinates"": [9.379679467815697, 47.44177915000189]}";Kandelaberleuchte
47.44146372,9.37907883009;"{""type"": ""Point"", ""coordinates"": [9.37907883008869, 47.441463719975125]}";Kandelaberleuchte
47.4165282161,9.3155237716;"{""type"": ""Point"", ""coordinates"": [9.315523771601654, 47.41652821610653]}";Kandelaberleuchte
47.4164115768,9.31661941923;"{""type"": ""Point"", ""coordinates"": [9.316619419231108, 47.416411576788086]}";Kandelaberleuchte
47.4454302699,9.3969921968;"{""type"": ""Point"", ""coordinates"": [9.396992196803293, 47.44543026991851]}";Kandelaberleuchte
47.4483954591,9.39783219335;"{""type"": ""Point"", ""coordinates"": [9.397832193349812, 47.448395459053934]}";Kandelaberleuchte
47.4513003492,9.39876529627;"{""type"": ""Point"", ""coordinates"": [9.398765296271133, 47.451300349205844]}";Kandelaberleuchte
47.4488885606,9.41047327481;"{""type"": ""Point"", ""coordinates"": [9.410473274805677, 47.448888560570666]}";Kandelaberleuchte
47.4447086057,9.40838572863;"{""type"": ""Point"", ""coordinates"": [9.408385728626767, 47.4447086056756]}";Kandelaberleuchte
47.4460002175,9.40454757125;"{""type"": ""Point"", ""coordinates"": [9.404547571249731, 47.446000217528855]}";Kandelaberleuchte
47.4462525529,9.40470096651;"{""type"": ""Point"", ""coordinates"": [9.404700966509752, 47.446252552868174]}";Kandelaberleuchte
47.4465599998,9.4048889461;"{""type"": ""Point"", ""coordinates"": [9.40488894610069, 47.44655999982757]}";Kandelaberleuchte
47.4468003438,9.40532524551;"{""type"": ""Point"", ""coordinates"": [9.405325245510772, 47.44680034378968]}";Kandelaberleuchte
47.4473348062,9.40659026224;"{""type"": ""Point"", ""coordinates"": [9.406590262238408, 47.447334806238445]}";Kandelaberleuchte
47.448367456,9.4077496822;"{""type"": ""Point"", ""coordinates"": [9.407749682197052, 47.44836745598774]}";Kandelaberleuchte
47.4470937197,9.40488266306;"{""type"": ""Point"", ""coordinates"": [9.404882663057737, 47.44709371969178]}";Kandelaberleuchte
47.4478851178,9.40429015752;"{""type"": ""Point"", ""coordinates"": [9.404290157516945, 47.4478851177858]}";Kandelaberleuchte
